,BBCA,BBRI,BMRI,BYAN,TPIA,TLKM,BBNI,ASII,ICBP,BRIS,AMRT,UNVR,HMSP,DSSA,SMMA,UNTR,ISAT,BRPT
2023-08-30,9200,5525,5975,18775,2170,3810,9200,6450,11250,1685,2900,3740,875,50500,12900,26150,9600,1115
2023-08-31,9175,5550,6025,18775,2180,3730,9175,6450,11200,1710,2900,3670,880,48000,12900,26000,9600,1070
2023-09-01,9225,5575,6075,18800,2150,3720,9175,6550,11200,1685,2880,3660,875,48000,12900,26350,9425,1200
2023-09-04,9225,5625,6100,18800,2110,3730,9450,6600,11200,1670,2850,3660,870,48000,12900,26825,9275,1160
2023-09-05,9225,5625,6100,18800,2050,3740,9625,6600,11175,1645,2840,3620,875,49000,12900,27200,9800,1145
2023-09-06,9150,5575,6050,18900,2010,3790,9575,6525,11050,1660,2810,3650,865,50200,12900,27400,9725,1165
2023-09-07,9175,5450,5875,18975,2030,3760,9500,6400,11200,1640,2900,3630,865,50200,12900,27150,9750,1130
2023-09-08,9125,5350,5900,18925,2000,3690,9375,6400,11125,1640,2870,3610,860,50200,12900,27300,9850,1140
2023-09-11,9125,5425,5925,18900,2060,3700,9450,6375,11175,1655,2950,3650,865,50200,12900,26900,9850,1175
2023-09-12,9100,5375,5875,18450,2070,3710,9300,6300,11200,1640,2980,3620,855,50800,12900,27075,9825,1200
2023-09-13,9075,5400,5850,18500,2130,3710,9350,6300,11200,1655,2960,3590,855,50800,12900,27175,9900,1205
2023-09-14,9100,5425,5825,19325,2260,3680,9450,6325,11000,1660,2840,3560,865,50800,12900,27400,9900,1280
2023-09-15,9000,5375,5925,19225,2570,3720,9475,6300,10975,1655,2900,3500,865,50800,12900,28425,10000,1420
2023-09-18,9000,5325,5900,19300,2650,3680,9350,6300,10850,1605,2900,3470,865,50800,12900,28100,9850,1435
2023-09-19,9075,5375,6000,18900,2690,3730,9450,6350,10825,1620,2900,3580,860,50800,12900,28325,9900,1435
2023-09-20,9150,5375,6075,18900,2730,3810,9575,6300,10850,1715,2900,3630,875,51000,12900,28500,9850,1445
2023-09-21,9125,5350,6000,19050,2750,3810,9600,6200,11200,1650,2880,3770,875,51000,12900,28325,9750,1480
2023-09-22,9075,5350,6000,19050,2620,3860,9750,6200,11350,1640,2900,3850,880,51000,12900,28350,9975,1485
2023-09-25,9075,5350,6000,19050,2620,3860,9750,6200,11350,1640,2900,3850,880,51000,12900,28350,9975,1485
2023-09-26,8950,5200,5925,18875,2580,3760,9975,6200,11175,1605,2960,3820,870,51000,12950,27750,9750,1345
2023-09-27,8875,5225,6000,19050,2560,3720,10125,6150,11000,1615,2930,3770,865,51200,12950,28300,9675,1395
2023-09-28,8875,5225,6000,19050,2560,3720,10125,6150,11000,1615,2930,3770,865,51200,12950,28300,9675,1395
2023-09-29,8825,5225,6025,18875,2530,3750,10325,6225,11075,1625,2960,3740,865,51200,12950,28250,9825,1300
2023-10-02,9075,5250,6050,18725,2570,3750,10300,6275,11100,1615,2950,3700,860,51200,12950,27925,10300,1330
2023-10-03,9200,5275,6075,18225,2600,3770,10425,6200,10950,1540,2950,3590,860,51200,11575,27000,10400,1370
2023-10-04,9200,5250,6125,18175,2620,3780,10375,6075,11200,1510,2870,3580,850,51500,13500,26575,10500,1285
2023-10-05,9075,5175,6125,18325,2730,3720,10375,6025,11625,1545,2900,3660,855,51500,13500,26150,10400,1255
2023-10-06,9025,5175,6025,18325,2740,3780,5200,6075,11500,1540,2730,3800,860,51500,13500,26400,10200,1355
2023-10-09,9050,5125,5900,18400,2690,3760,5100,6125,11100,1560,2820,3720,850,51300,13500,26700,10500,1290
2023-10-10,8925,5175,6000,18475,2690,3810,5200,6050,10850,1565,2900,3670,850,51300,13500,26875,10475,1185
2023-10-11,8925,5250,6050,18525,2690,3780,5175,6050,10700,1555,2880,3610,845,51300,13500,26275,10500,1225
2023-10-12,9050,5300,6075,18550,2690,3830,5325,5950,10975,1585,2850,3630,850,51300,13500,25875,10700,1135
2023-10-13,9075,5275,6075,18550,2700,3850,5175,5975,10875,1540,2810,3650,855,51350,13500,26075,10525,1145
2023-10-16,9100,5250,6025,18700,2580,3760,5200,5850,10900,1525,2800,3650,850,51350,13500,26450,10500,1130
2023-10-17,8950,5150,6000,19550,2660,3790,5200,5850,10900,1540,2790,3830,870,51350,13500,26375,10150,1150
2023-10-18,8850,5150,5850,20000,2670,3750,5125,5825,10625,1535,2810,3820,845,51350,13500,26300,9800,1165
2023-10-19,8750,5000,5725,19925,2630,3730,4940,5725,10425,1510,2810,3810,845,51000,13500,26025,9900,1035
2023-10-20,8975,5050,5750,19750,2600,3700,4970,5700,10600,1520,2800,3860,870,50000,13500,25825,9900,1020
2023-10-23,8850,5000,5675,18800,2630,3610,4990,5600,10500,1490,2760,3840,855,50000,13500,25000,9675,1000
2023-10-24,8775,5100,5750,19025,2610,3650,5000,5800,10800,1545,2820,3990,855,50000,13500,25250,9625,1025
2023-10-25,8875,5175,5850,19250,2670,3600,4970,5775,10450,1525,2920,4080,865,50050,14500,26325,9400,995
2023-10-26,8725,4920,5700,19200,2730,3480,4880,5725,10275,1515,2850,3980,865,50050,14500,26175,9650,965
2023-10-27,8700,5000,5700,19000,2820,3500,4850,5725,10525,1530,2820,3980,865,50500,14500,25525,9850,990
2023-10-30,8850,5000,5725,18350,2820,3420,4850,5800,10525,1510,2890,3790,920,50500,14475,24400,9600,1005
2023-10-31,8750,4960,5675,18225,2980,3490,4790,5775,10350,1500,2890,3620,910,51000,14475,25125,9450,1125
2023-11-01,8600,4830,5650,18175,2950,3620,4820,5800,10375,1490,2850,3580,895,51000,14500,24100,9450,1020
2023-11-02,8850,5000,5900,18500,2960,3620,4870,5800,10350,1500,2850,3590,950,51000,14500,23725,9200,1000
2023-11-03,8900,5100,5825,18675,3000,3570,4890,5900,10450,1505,2900,3550,955,51000,14500,23775,9300,1040
2023-11-06,9050,5200,5925,18700,2950,3650,4970,5925,10475,1520,2810,3620,960,51000,14500,23750,9525,1075
2023-11-07,8975,5250,5875,18775,2940,3570,4940,5825,10475,1500,2890,3570,965,50000,14400,23375,9400,1055
2023-11-08,9000,5225,5850,18775,2950,3520,4880,5725,10475,1465,2900,3600,950,50000,14500,22800,9200,1020
2023-11-09,9000,5200,5875,18650,2960,3530,4860,5750,10450,1475,2900,3600,955,51000,14500,22875,9375,1070
2023-11-10,8825,5075,5775,18850,3000,3550,4860,5775,10575,1465,2900,3590,985,51000,14500,23100,9175,1175
2023-11-13,8875,5025,5825,19175,2910,3520,4890,5650,10375,1460,2910,3530,970,51000,14500,23250,9450,1150
2023-11-14,8925,5075,5825,19200,2990,3500,4880,5675,10450,1480,2880,3480,995,51000,14500,23250,9300,1140
2023-11-15,9050,5250,5925,18700,2920,3550,4980,5750,10575,1535,2900,3430,995,51000,14475,23400,9475,1165
2023-11-16,9075,5250,5925,19075,2920,3540,4950,5825,10575,1545,2900,3460,975,51000,14475,23450,9300,1155
2023-11-17,9075,5225,5900,19150,2950,3550,4980,5700,10475,1605,2890,3470,945,51500,14475,22875,9100,1165
2023-11-20,8875,5250,5875,19450,2890,3590,4980,5800,10525,1635,2900,3460,945,51500,14475,22950,9100,1140
2023-11-21,8775,5200,5875,19600,2890,3620,5075,5775,10500,1640,2900,3480,950,51500,14475,22775,9150,1040
2023-11-22,8875,5275,5875,19400,2890,3610,5075,5675,10500,1615,2880,3500,950,51500,14475,22325,9100,990
2023-11-23,8925,5350,5900,19400,2900,3600,5150,5700,10550,1625,2890,3540,980,51500,14475,22525,9275,995
2023-11-24,8925,5400,5875,19400,2870,3620,5200,5725,10425,1655,2870,3530,985,51500,14475,22625,9100,985
2023-11-27,8875,5350,5900,19400,2840,3680,5275,5625,10650,1645,2860,3520,985,51500,14475,22450,9200,945
2023-11-28,8875,5350,5900,19325,2890,3770,5175,5550,10650,1660,2870,3600,985,51500,14475,22500,9150,1010
2023-11-29,8900,5300,5850,19275,2920,3720,5225,5525,10500,1645,2810,3630,970,51500,14475,22450,9525,1030
2023-11-30,8975,5275,5850,19275,2950,3760,5275,5400,11550,1655,2870,3650,955,51500,14475,21900,9525,1045
2023-12-01,8950,5350,5900,19250,2910,3830,5250,5750,10525,1675,2900,3630,955,51500,13575,22150,9575,1015
2023-12-04,8925,5500,6000,19200,2910,3810,5300,5750,10500,1700,2870,3630,940,51500,14500,22425,9300,1015
2023-12-05,8900,5450,5975,19175,3170,3850,5300,5725,10675,1715,2870,3620,930,51500,14500,22050,9400,1050
2023-12-06,8800,5425,5800,19000,3480,3920,5225,5725,10650,1740,2890,3510,910,51500,14500,21625,9300,1310
2023-12-07,8825,5475,5750,19000,4350,3910,5275,5675,10650,1685,2900,3570,900,51500,14500,21700,9375,1600
2023-12-08,8750,5375,5700,19000,4700,3940,5075,5675,10975,1685,2850,3510,900,51500,12800,22300,9425,1750
2023-12-11,8750,5300,5775,18975,4700,3980,5175,5600,10525,1670,2800,3500,890,59100,14500,21825,9350,1715
2023-12-12,8700,5325,5800,18975,4760,3910,5275,5575,10625,1640,2850,3430,875,68700,14500,21850,9675,1755
2023-12-13,8675,5300,5725,19000,4780,3920,5175,5525,10550,1645,2880,3450,900,78800,14500,20925,9475,1710
2023-12-14,9050,5550,5950,19000,4650,3940,5350,5625,10575,1705,2900,3400,910,82000,14500,21450,9550,1615
2023-12-15,9225,5550,5900,19500,4930,3980,5275,5650,10425,1700,2800,3500,895,80700,14500,21275,9500,1610
2023-12-18,9200,5500,5925,19000,5075,3970,5200,5600,10600,1695,2730,3410,880,80475,14500,21800,9350,1465
2023-12-19,9250,5550,5975,19200,5350,3970,5200,5625,10575,1705,2820,3430,875,78000,14500,21825,9400,1570
2023-12-20,9300,5550,5925,19475,5675,3960,5200,5625,10575,1755,2820,3460,865,80000,14500,21800,9400,1515
2023-12-21,9325,5575,5975,19525,5875,3950,5150,5550,10550,1690,2880,3470,875,80000,14500,22000,9400,1475
2023-12-22,9325,5675,5975,19500,5875,3960,5250,5550,10525,1695,2870,3470,885,80000,14500,22025,9400,1410
2023-12-25,9325,5675,5975,19500,5875,3960,5250,5550,10525,1695,2870,3470,885,80000,14500,22025,9400,1410
2023-12-26,9325,5675,5975,19500,5875,3960,5250,5550,10525,1695,2870,3470,885,80000,14500,22025,9400,1410
2023-12-27,9375,5625,6000,19300,6000,3940,5275,5550,10575,1695,2870,3470,890,80000,14500,22425,9375,1425
2023-12-28,9400,5725,6125,19825,6000,3960,5350,5600,10650,1740,2910,3540,905,80000,14500,22700,9350,1375
2023-12-29,9400,5725,6050,19900,5250,3950,5375,5650,10575,1740,2930,3530,895,80000,14500,22625,9375,1330
2024-01-01,9400,5725,6050,19900,5250,3950,5375,5650,10575,1740,2930,3530,895,80000,14500,22625,9375,1330
2024-01-02,9425,5675,6125,19950,5700,3990,5375,5700,10650,1740,2890,3550,890,77000,14500,23475,9375,1385
2024-01-03,9350,5600,6100,19600,5850,3960,5350,5600,10625,1800,2820,3530,885,77000,14500,23225,9400,1355
2024-01-04,9475,5700,6350,19525,5900,3970,5600,5700,11050,1895,2870,3520,900,77000,14500,23275,9425,1370
2024-01-05,9575,5750,6425,19900,5725,3890,5575,5625,10725,1900,2790,3520,900,77000,14500,23250,9275,1350
2024-01-08,9575,5625,6400,19775,5275,3890,5575,5575,10750,1925,2800,3480,885,77100,14500,23025,9325,1320
2024-01-09,9625,5700,6375,19900,4220,3960,5650,5575,11025,1960,2740,3430,870,77100,14500,23100,9275,1080
2024-01-10,9550,5700,6425,19825,4000,4000,5600,5525,11350,1935,2750,3410,870,77100,14500,23300,9500,1115
2024-01-11,9575,5750,6450,19750,3710,3990,5600,5550,11125,1970,2710,3410,880,77100,14500,23300,9625,1060
2024-01-12,9700,5850,6575,19700,3560,4010,5600,5600,11175,1980,2640,3470,880,89925,14500,23900,9725,1065
2024-01-15,9725,5825,6500,19750,3230,4000,5625,5525,11125,1945,2630,3430,895,98150,14500,24725,9875,1015
2024-01-16,9700,5825,6525,19775,3560,4010,5600,5500,11075,1930,2670,3410,890,111225,14500,24600,9900,1065
2024-01-17,9750,5775,6525,19675,3410,3990,5550,5400,11125,1950,2650,3320,885,122475,14500,24225,9750,1050
2024-01-18,9675,5750,6525,19825,4260,3950,5550,5375,11275,2010,2650,3300,880,134000,14500,24100,10000,1110
2024-01-19,9625,5800,6525,19825,4350,3940,5500,5350,11550,2010,2640,3240,880,142000,15150,24075,9975,1085
2024-01-22,9625,5775,6500,19800,4790,3980,5525,5225,11400,2090,2680,3120,875,142000,16900,23250,9700,1090
2024-01-23,9600,5700,6500,19800,5500,3950,5425,5125,11375,2160,2720,3180,870,135500,18500,22700,9850,1120
2024-01-24,9525,5650,6400,19700,5475,3970,5475,5075,11400,2070,2670,3200,885,134500,21375,22550,9950,1080
2024-01-25,9500,5525,6275,19550,5525,3980,5400,5050,11400,2040,2670,3160,885,147700,19100,23125,10000,1065
2024-01-26,9350,5425,6300,19700,5400,3980,5425,5075,11450,1995,2630,3160,865,147975,21000,22975,9950,1035
2024-01-29,9550,5575,6475,19700,5500,4010,5575,4930,11400,2140,2690,3080,875,147500,18625,23325,9625,1025
2024-01-30,9650,5625,6650,19700,5450,4000,5650,5100,11225,2180,2650,3130,865,143450,16400,22850,9450,1015
2024-01-31,9550,5700,6650,19700,5400,3960,5750,5125,11775,2330,2650,3100,875,144225,16150,22950,9575,1060
2024-02-01,9700,5750,6550,19725,5450,4040,5725,5125,11575,2300,2650,3100,850,144000,14675,22800,9575,1055
2024-02-02,9700,5850,6675,19750,5475,3990,5775,5325,11575,2320,2650,3170,865,143525,14500,22850,9625,1050
2024-02-05,9575,5775,6825,19700,5400,3980,5750,5175,11475,2310,2600,3200,860,125000,14500,22675,9550,1030
2024-02-06,9625,5825,6850,19675,5425,3980,5775,5250,11525,2310,2600,3250,890,120000,14700,22800,9475,1045
2024-02-07,9700,5850,6950,19675,5200,3980,5750,5325,11425,2360,2630,3270,880,120000,14825,22900,9500,1050
2024-02-08,9700,5850,6950,19675,5200,3980,5750,5325,11425,2360,2630,3270,880,120000,14825,22900,9500,1050
2024-02-09,9700,5850,6950,19675,5200,3980,5750,5325,11425,2360,2630,3270,880,120000,14825,22900,9500,1050
2024-02-12,9800,6025,7100,19700,5100,4000,5950,5300,11650,2370,2580,2920,880,120500,14475,23225,9800,1015
2024-02-13,9725,6000,7025,19675,4100,3980,5875,5200,11375,2350,2610,2800,875,120500,14475,23150,9800,975
2024-02-14,9725,6000,7025,19675,4100,3980,5875,5200,11375,2350,2610,2800,875,120500,14475,23150,9800,975
2024-02-15,9850,6125,7200,19700,4050,4030,6000,5125,11650,2390,2700,2930,915,120500,14500,23200,10000,1005
2024-02-16,9950,6150,7200,19525,4620,4160,6000,5200,11450,2330,2770,2830,900,128500,14075,23250,9800,1010
2024-02-19,9875,6100,7150,19600,4640,4160,5875,5125,11575,2380,2750,2800,890,128500,14500,22950,9575,1000
2024-02-20,10025,6300,7150,19000,4620,4210,6025,5200,11550,2480,2790,2760,885,115025,14475,22900,9650,1010
2024-02-21,9975,6300,7250,19600,4670,4180,6000,5250,11475,2440,2770,2690,855,120250,14500,23025,9875,985
2024-02-22,9875,6250,7100,19500,4630,4090,5950,5275,11600,2460,2750,2720,860,120250,14475,23125,10675,985
2024-02-23,9825,6125,7050,19550,4490,4100,5900,5125,11550,2450,2680,2690,855,120250,14450,22800,10950,975
2024-02-26,9800,6175,7050,19375,4520,4090,5900,5125,11550,2430,2690,2590,855,130000,14500,23000,10650,955
2024-02-27,9875,6125,7075,19475,4450,3990,6000,5175,11600,2510,2660,2620,855,129950,14500,23850,10650,970
2024-02-28,10000,6225,7125,19475,4510,3990,5975,5225,11600,2480,2700,2700,860,128975,14500,23850,11175,965
2024-02-29,9875,6125,7000,19500,4580,4000,6000,5225,11550,2470,2750,2730,865,128975,14500,23525,11425,975
2024-03-01,9825,6125,7025,19500,4670,3920,5900,5225,11625,2420,2720,2730,865,128975,14500,23725,11500,1005
2024-03-04,9750,6050,7025,19450,4790,3940,5875,5200,11450,2410,2750,2670,855,128975,14500,24000,11600,1015
2024-03-05,9800,6125,7025,19425,4740,3870,5900,5100,11375,2430,2720,2670,850,128950,14500,24125,11575,955
2024-03-06,9950,6200,7075,19400,5225,3900,5950,5175,11150,2470,2750,2690,850,119975,14525,24325,11500,980
2024-03-07,10125,6225,7100,19325,5625,3900,5975,5125,10700,2480,2760,2730,855,119975,14525,24000,11650,1020
2024-03-08,10150,6350,7125,19500,5575,3860,6100,5150,10775,2600,2790,2660,855,119975,14550,24175,11675,1010
2024-03-11,10150,6350,7125,19500,5575,3860,6100,5150,10775,2600,2790,2660,855,119975,14550,24175,11675,1010
2024-03-12,10150,6350,7125,19500,5575,3860,6100,5150,10775,2600,2790,2660,855,119975,14550,24175,11675,1010
2024-03-13,10000,6400,7275,19475,6225,3900,6225,5150,10725,2850,2820,2720,850,105000,14575,23525,12050,1025
2024-03-14,10325,6150,7400,19500,5550,3960,6150,5275,10900,2710,2900,2690,855,121250,14600,24125,12000,1035
2024-03-15,10150,5975,7400,19400,5150,3970,5800,5175,10725,2670,2880,2640,835,121275,14475,24175,11750,985
2024-03-18,10150,6000,7175,19400,5275,3920,5800,5150,10850,2640,2870,2770,835,121275,14600,24275,11900,960
2024-03-19,10175,6000,7275,19400,5350,3940,5850,5225,11000,2660,2890,2740,850,125000,14600,24375,12050,960
2024-03-20,10125,6100,7050,19450,5700,3930,5875,5275,11225,2660,2900,2760,850,125000,14600,24550,11950,955
2024-03-21,10125,6100,7050,19450,5625,3890,5800,5350,10950,2680,2900,2720,850,125000,14600,24775,11550,955
2024-03-22,10100,6125,7050,19475,5675,3900,5850,5375,11125,2630,2900,2720,850,125000,14775,24600,11600,945
2024-03-25,10075,6250,7250,19025,5950,3730,5925,5350,11200,2660,2900,2760,855,112500,14600,24550,11625,970
2024-03-26,10050,6300,7175,19250,6100,3620,5950,5300,10850,2680,2900,2770,855,123000,14600,24300,11700,975
2024-03-27,10075,6250,7175,18950,5725,3490,5925,5275,11000,2720,2900,2730,870,123000,14600,24600,11250,945
2024-03-28,10075,6050,7250,19000,5825,3470,5900,5150,11600,2710,2910,2700,860,123000,14600,24175,11175,945
2024-03-29,10075,6050,7250,19000,5825,3470,5900,5150,11600,2710,2910,2700,860,123000,14600,24175,11175,945
2024-04-01,9850,5925,6900,19050,6100,3510,5650,5200,11225,2550,2910,2730,850,123000,14600,24025,11075,950
2024-04-02,9900,5675,6900,19100,6475,3490,5475,5275,11200,2690,2910,2740,850,123000,14600,24900,10900,1000
2024-04-03,9525,5625,6775,19025,6775,3420,5325,5250,11000,2640,2890,2690,840,123000,14600,25250,10900,960
2024-04-04,9850,5700,6875,19050,6975,3450,5350,5175,11025,2730,2900,2710,850,115250,14600,25050,11075,970
2024-04-05,9825,5650,6825,18800,7100,3430,5300,5275,10850,2700,2880,2680,855,123000,14600,25250,11250,1005
2024-04-08,9825,5650,6825,18800,7100,3430,5300,5275,10850,2700,2880,2680,855,123000,14600,25250,11250,1005
2024-04-09,9825,5650,6825,18800,7100,3430,5300,5275,10850,2700,2880,2680,855,123000,14600,25250,11250,1005
2024-04-10,9825,5650,6825,18800,7100,3430,5300,5275,10850,2700,2880,2680,855,123000,14600,25250,11250,1005
2024-04-11,9825,5650,6825,18800,7100,3430,5300,5275,10850,2700,2880,2680,855,123000,14600,25250,11250,1005
2024-04-12,9825,5650,6825,18800,7100,3430,5300,5275,10850,2700,2880,2680,855,123000,14600,25250,11250,1005
2024-04-15,9825,5650,6825,18800,7100,3430,5300,5275,10850,2700,2880,2680,855,123000,14600,25250,11250,1005
2024-04-16,9475,5350,6625,19075,7225,3220,5200,5100,10100,2550,2700,2540,840,123000,14600,26250,10900,1010
2024-04-17,9525,5300,6625,18975,6850,3200,5250,5125,10150,2480,2790,2370,830,123000,14600,25575,10600,995
2024-04-18,9475,5475,6800,19075,6925,3250,5300,5100,10100,2600,2790,2390,835,123000,14600,25525,10700,960
2024-04-19,9475,5275,6725,19100,6850,3150,5225,4900,9725,2540,2800,2380,820,123000,14600,25350,10600,950
2024-04-22,9350,5300,6725,18925,7000,3170,5350,4950,9800,2540,2880,2410,840,123000,14600,25300,10300,955
2024-04-23,9725,5300,6825,18500,7300,3100,5250,5025,9925,2600,2940,2330,855,123000,14600,24950,10900,940
2024-04-24,9950,5225,7050,19050,7450,3040,5300,4910,10175,2640,2900,2390,845,123000,14600,24850,11125,950
2024-04-25,9775,5150,6950,19025,7400,3040,5300,4950,10700,2580,2930,2640,845,125000,14600,24250,11200,930
2024-04-26,9625,4830,6750,18875,7325,3030,5150,4880,10600,2470,2840,2590,835,125000,14600,24150,11100,875
2024-04-29,9800,4770,6925,19000,7500,3080,5225,5025,10675,2510,2940,2590,845,125000,14600,24875,11200,955
2024-04-30,9800,4940,6900,18950,7575,3170,5250,5150,10875,2640,2930,2620,855,125000,14600,24825,11000,1020
2024-05-01,9800,4940,6900,18950,7575,3170,5250,5150,10875,2640,2930,2620,855,125000,14600,24825,11000,1020
2024-05-02,9550,4760,6325,19000,7825,3120,4830,5175,10475,2540,2870,2640,855,123000,14600,24300,10900,1000
2024-05-03,9850,4750,6150,19100,7750,3160,4830,5225,10850,2630,2900,2600,780,122750,14475,23950,10625,980
2024-05-06,9800,4790,6275,19025,7675,3050,4810,5100,10850,2790,2900,2600,770,125000,14600,22400,10725,1005
2024-05-07,9700,4670,6275,19050,7700,3090,4700,5050,10775,2700,2880,2540,770,125000,14275,22250,10500,980
2024-05-08,9375,4680,6275,18900,7975,3080,4670,5125,10775,2540,2880,2560,755,128000,14600,22100,10500,980
2024-05-09,9375,4680,6275,18900,7975,3080,4670,5125,10775,2540,2880,2560,755,128000,14600,22100,10500,980
2024-05-10,9375,4680,6275,18900,7975,3080,4670,5125,10775,2540,2880,2560,755,128000,14600,22100,10500,980
2024-05-13,9525,4680,6200,19000,8050,3090,4780,5075,10300,2300,2830,2650,755,128000,14600,22200,10625,980
2024-05-14,9550,4730,6200,19000,8425,3120,4930,4580,10300,2350,2800,2700,765,128000,14200,22500,10900,960
2024-05-15,9500,4820,6375,18875,9125,3100,5025,4530,10600,2540,2790,2680,775,128000,14200,22250,10800,1030
2024-05-16,9600,4840,6350,18875,9150,3010,5200,4710,10575,2540,2850,2700,775,128000,14225,22150,10850,1285
2024-05-17,9750,4920,6575,18950,9100,2990,5175,4800,10550,2520,2800,2710,790,128000,15100,22300,10775,1340
2024-05-20,9475,4820,6325,18875,9075,2990,4980,4740,10500,2470,2800,2700,780,130500,14400,22850,10400,1200
2024-05-21,9375,4680,6025,18725,9075,2950,4770,4700,10400,2360,2760,2910,770,156600,14675,22425,10250,1265
2024-05-22,9425,4720,6050,18650,9075,2940,4760,4710,10475,2330,2830,3060,770,178000,14200,22600,10075,1185
2024-05-23,9425,4720,6050,18650,9075,2940,4760,4710,10475,2330,2830,3060,770,178000,14200,22600,10075,1185
2024-05-24,9425,4720,6050,18650,9075,2940,4760,4710,10475,2330,2830,3060,770,178000,14200,22600,10075,1185
2024-05-27,9300,4550,5825,18625,8850,2810,4670,4550,10425,2270,2800,3260,755,178000,14200,22625,9800,1080
2024-05-28,9300,4530,5950,18600,9075,2860,4710,4510,10600,2290,2880,3280,770,197700,14400,22475,10500,1170
2024-05-29,9150,4410,5800,18350,9150,2810,4530,4460,10425,2200,2800,3010,760,212000,14600,22525,10425,1065
2024-05-30,9000,4380,5875,18200,9150,2810,4490,4320,10150,2160,2760,3110,745,212000,14600,22275,10175,1050
2024-05-31,9250,4340,5900,17975,9175,2900,4400,4290,9750,2200,2650,3120,735,212000,14600,22075,10200,1065
2024-06-03,9275,4530,6100,18000,9200,2930,4620,4500,10200,2230,2800,3080,725,211000,14600,22975,10200,1075
2024-06-04,9350,4450,6150,17850,9600,3000,4640,4580,10325,2280,2790,3130,740,195050,14775,22975,10375,1045
2024-06-05,9450,4400,6000,17875,8650,3060,4610,4600,10450,2260,2720,3070,730,193500,15400,22575,10250,955
2024-06-06,9475,4500,6175,17800,8700,3050,4770,4560,10600,2190,2780,3080,735,197000,15300,22575,10175,975
2024-06-07,9325,4350,6275,17800,8500,3050,4700,4560,10575,2180,2760,3010,725,196000,14600,22800,10375,965
